company_id,name,sector,hiring_freeze_score,exec_departure_rate,news_negativity,review_sentiment,engagement_signals,client_churn,delays,collapsed
C0499,Bodhi Works 407,Logistics,0.0799,0.0000,0.2770,0.7571,0.7010,0.0000,0.0000,0
C0500,Sutra Systems 915,Mobility,0.3297,0.2619,0.3153,0.7136,0.7681,0.0000,0.1410,0
C0501,Xenon Digital 4,D2C,0.5175,0.3046,0.4555,-0.0610,0.3480,0.2170,0.6485,1
C0502,Vega Analytics 106,HealthTech,0.1525,0.0000,0.2434,0.2575,0.5365,0.1247,0.2881,0
C0503,Lumen Ventures 567,SaaS,0.3668,0.4072,0.2819,0.3766,0.5170,0.1743,0.2756,0
C0504,Juno Ventures 733,Mobility,0.0000,0.1989,0.4678,0.3868,0.8362,0.1866,0.4091,0
C0505,Cobalt Networks 238,HealthTech,0.6607,0.3420,0.7870,-0.3756,0.2355,0.1635,0.2874,1
C0506,Zephyr Technologies 726,Fintech,0.3239,0.2193,0.4878,0.1333,0.3279,0.3956,0.1449,0
C0507,Gala Digital 945,D2C,0.8283,0.5008,0.4169,-0.7741,0.3674,0.2582,0.4174,1
C0508,Meru Systems 760,HealthTech,0.4658,0.2617,0.0000,0.4458,0.5153,0.1771,0.4039,1
C0509,Tara Analytics 701,SaaS,0.4227,0.2796,0.4868,0.2751,0.3866,0.1731,0.0788,1
C0510,Kaveri Works 493,Retail Tech,0.2407,0.3029,0.2365,0.0040,0.6610,0.1847,0.3489,1
C0511,Sutra Ventures 215,Logistics,0.3880,0.2366,0.2078,0.2177,0.9137,0.0000,0.2127,0
C0512,Gala Works 556,Fintech,0.1801,0.2428,0.1740,-0.1847,0.7242,0.1457,0.0799,0
C0513,Umbra Digital 71,Logistics,0.5840,0.0771,0.2868,0.3452,0.7093,0.0932,0.2194,0
C0514,Aster Digital 581,Retail Tech,0.3329,0.0494,0.2185,0.4301,0.6034,0.0000,0.2474,0
C0515,Orbit Digital 30,EdTech,0.5172,0.1975,0.5201,0.2354,0.5946,0.2669,0.0258,0
C0516,Kaveri Works 155,SaaS,0.8884,0.5225,0.7673,-0.4609,0.5162,0.3365,0.1874,1
C0517,Indus Ventures 458,EdTech,0.3864,0.3962,0.3464,-0.3226,0.4175,0.2277,0.4702,1
C0518,Cobalt Technologies 617,EdTech,0.3874,0.2744,0.4422,0.0122,0.3577,0.3256,0.1576,1
C0519,Fjord Labs 783,Logistics,0.3816,0.2965,0.2153,0.2810,0.5099,0.1879,0.1707,0
C0520,Prism Ventures 433,SaaS,0.5378,0.3658,0.6776,-0.2593,0.4120,0.3542,0.3471,1
C0521,Umbra Technologies 310,EdTech,0.5347,0.5594,0.1135,-0.4554,0.4471,0.3866,0.4149,0
C0522,Vega Networks 53,EdTech,0.2306,0.1161,0.3724,0.2478,0.6664,0.2040,0.0862,0
C0523,Bodhi Analytics 791,Fintech,0.2421,0.2169,0.2319,-0.0450,0.6724,0.3173,0.2891,0
C0524,Bodhi Technologies 159,SaaS,0.5242,0.1989,0.4138,-0.3195,0.4027,0.4125,0.6269,0
C0525,Bodhi Ventures 644,SaaS,0.1216,0.1955,0.3823,0.1740,0.5875,0.0000,0.0000,0
C0526,Sutra Labs 968,Mobility,0.3010,0.2136,0.2256,0.3746,0.8953,0.0470,0.1394,0
C0527,Ember Labs 874,Fintech,0.2457,0.2930,0.4856,0.3673,0.5758,0.1749,0.0975,0
C0528,Kaveri Technologies 425,Mobility,0.6514,0.4370,0.7786,-0.2009,0.2805,0.3205,0.6893,1
C0529,Nimbus Works 336,EdTech,0.6866,0.3590,0.5460,-0.0398,0.2511,0.4108,0.5352,1
C0530,Sutra Systems 753,HealthTech,0.2467,0.2368,0.3918,0.3138,0.8504,0.1010,0.2777,0
C0531,Lumen Digital 280,HealthTech,0.2196,0.0325,0.0097,0.2037,0.5938,0.3349,0.1638,0
C0532,Kaveri Technologies 418,Fintech,0.1198,0.1460,0.3135,0.8518,0.7852,0.0700,0.0064,0
C0533,Tara Labs 176,Fintech,0.4365,0.3529,0.5120,0.1343,0.4029,0.1657,0.4861,1
C0534,Prism Systems 953,Logistics,0.5015,0.3702,0.4141,-0.1985,0.3424,0.2001,0.2953,1
C0535,Rudra Analytics 17,Fintech,0.2530,0.3370,0.4155,0.0568,0.3461,0.1858,0.0395,0
C0536,Helix Labs 50,EdTech,0.4656,0.1857,0.3918,-0.0870,0.6685,0.2966,0.4989,0
C0537,Nimbus Technologies 784,Fintech,0.1384,0.0784,0.0526,-0.1206,0.9373,0.0000,0.2040,0
C0538,Wick Digital 521,Fintech,0.1432,0.0617,0.1489,0.4368,0.6113,0.2927,0.3252,0
C0539,Zephyr Networks 618,HealthTech,0.0637,0.1692,0.3038,0.6147,0.7190,0.0000,0.0000,0
C0540,Wick Networks 87,EdTech,0.2037,0.0453,0.3082,0.4138,0.5179,0.0000,0.2918,0
C0541,Helix Ventures 41,EdTech,0.1526,0.1103,0.3476,0.3630,0.8188,0.1373,0.2605,0
C0542,Xenon Works 503,Mobility,0.0985,0.0000,0.1827,0.2523,0.4723,0.1355,0.0000,0
C0543,Bodhi Works 91,Fintech,0.4263,0.2813,0.5328,-0.0571,0.5088,0.1383,0.5027,1
C0544,Tara Works 111,Logistics,0.5547,0.1942,0.4177,-0.3044,0.4911,0.2534,0.4573,0
C0545,Kaveri Digital 959,SaaS,0.3253,0.0718,0.2161,0.8646,0.7109,0.0356,0.0000,0
C0546,Ember Digital 657,HealthTech,0.1398,0.3221,0.0623,0.2253,0.7907,0.1092,0.0896,0
C0547,Orbit Analytics 982,Mobility,0.4542,0.2673,0.6034,0.0312,0.5871,0.2799,0.3146,1
C0548,Kaveri Ventures 354,D2C,0.4140,0.2666,0.5636,0.3617,0.4590,0.2475,0.4489,1
C0549,Sutra Ventures 54,EdTech,0.1460,0.1138,0.1167,0.5094,0.9264,0.0217,0.0000,0
C0550,Kaveri Works 178,SaaS,0.4660,0.1339,0.2781,-0.4545,0.5410,0.3404,0.0267,0
C0551,Fjord Systems 65,Mobility,0.5247,0.4650,0.6858,-0.1822,0.3259,0.3668,0.3426,1
C0552,Yama Labs 446,Fintech,0.3737,0.1916,0.5059,0.2256,0.5734,0.1323,0.1725,1
C0553,Rudra Ventures 245,HealthTech,0.5514,0.3765,0.3265,-0.2890,0.4932,0.4337,0.5239,1
C0554,Lumen Labs 745,EdTech,0.1060,0.0852,0.4149,0.4244,0.7654,0.0688,0.2977,0
C0555,Zephyr Ventures 97,Logistics,0.3407,0.0722,0.4990,0.3874,0.5061,0.2590,0.4050,1
C0556,Indus Ventures 785,Logistics,0.7056,0.2300,0.4564,-0.0492,0.3652,0.1999,0.3989,1
C0557,Quanta Analytics 945,Fintech,0.3743,0.0632,0.3631,-0.1142,0.7824,0.0837,0.0145,0
C0558,Gala Digital 913,SaaS,0.3541,0.2219,0.4295,0.3383,0.5172,0.1796,0.1830,0
C0559,Umbra Analytics 71,Mobility,0.4962,0.1416,0.4684,0.1896,0.5081,0.4138,0.2160,0
C0560,Wick Technologies 181,EdTech,0.2566,0.0778,0.4412,0.5027,0.8489,0.1100,0.2646,0
C0561,Rudra Networks 845,Logistics,0.5488,0.3612,0.3399,-0.4405,0.5515,0.3461,0.0505,0
C0562,Sutra Analytics 915,D2C,0.4239,0.2419,0.5221,0.4718,0.5925,0.4476,0.5260,1
C0563,Indus Systems 433,Retail Tech,0.2650,0.0985,0.3054,0.1014,0.7077,0.0287,0.2534,0
C0564,Orbit Technologies 363,D2C,0.8121,0.4443,0.8196,0.0746,0.4385,0.3632,0.3241,1
C0565,Vega Systems 486,Mobility,0.2851,0.2957,0.4674,0.5902,0.7060,0.1442,0.0000,0
C0566,Zephyr Technologies 760,Logistics,0.3697,0.1220,0.0000,0.8883,0.9212,0.2307,0.1199,0
C0567,Gala Ventures 403,Logistics,0.7828,0.3423,0.6029,-0.9139,0.1053,0.4240,0.5761,1
C0568,Meru Networks 122,Mobility,0.5043,0.5926,0.9426,-0.7112,0.4099,0.2786,0.4811,1
C0569,Gala Labs 820,Mobility,0.7408,0.4060,0.2272,-0.5347,0.7260,0.2569,0.2348,1
C0570,Rudra Labs 35,Retail Tech,0.2990,0.0949,0.2097,-0.0857,0.5790,0.2503,0.2112,0
C0571,Xenon Labs 803,HealthTech,0.3545,0.1021,0.1268,0.4292,0.6433,0.0780,0.1993,0
C0572,Zephyr Networks 401,Logistics,0.6182,0.2775,0.4897,-0.5818,0.7913,0.1509,0.4961,0
C0573,Prism Ventures 174,SaaS,0.5065,0.1713,0.3274,0.6592,0.5641,0.1253,0.0882,0
C0574,Juno Technologies 94,Retail Tech,0.4030,0.0000,0.0888,0.2595,0.7385,0.1554,0.0260,0
C0575,Delta Works 309,Mobility,0.6226,0.1401,0.6279,-0.2227,0.4238,0.3259,0.2292,1
C0576,Sutra Labs 631,Mobility,0.3092,0.0782,0.2846,0.0616,0.6994,0.0546,0.1873,1
C0577,Indus Technologies 610,EdTech,0.2426,0.0812,0.5899,0.2925,0.5861,0.0480,0.2787,0
C0578,Lumen Analytics 230,Logistics,0.2502,0.3413,0.3248,-0.0864,0.6543,0.0767,0.2400,0
C0579,Vega Systems 192,HealthTech,0.6331,0.2233,0.6087,-0.1044,0.2782,0.3015,0.5231,1
C0580,Juno Ventures 866,HealthTech,0.3489,0.1805,0.1705,0.0811,0.6308,0.2162,0.2739,0
C0581,Cobalt Labs 132,HealthTech,0.4561,0.1644,0.2976,-0.0074,0.3913,0.2722,0.3922,0
C0582,Nimbus Ventures 447,HealthTech,0.3095,0.1527,0.3204,0.1736,0.6358,0.2180,0.0386,1
C0583,Wick Networks 682,D2C,0.6782,0.3849,0.5180,-0.6522,0.5851,0.2683,0.3781,1
C0584,Xenon Analytics 455,Fintech,0.3538,0.2531,0.5043,-0.2278,0.4186,0.1272,0.3699,0
C0585,Zephyr Labs 219,D2C,0.5009,0.1908,0.0592,0.3102,0.5385,0.1088,0.1601,0
C0586,Aster Works 898,SaaS,0.0766,0.0000,0.1760,0.4225,0.7703,0.1569,0.2524,0
C0587,Wick Works 616,Mobility,0.5449,0.3867,0.8968,-0.5242,0.1576,0.2650,0.4796,1
C0588,Ember Networks 897,Logistics,0.3319,0.3090,0.6355,-0.4372,0.1741,0.1320,0.5205,1
C0589,Tara Analytics 930,Fintech,0.5801,0.3748,0.5278,0.0892,0.4273,0.3636,0.1864,1
C0590,Lumen Networks 47,Fintech,0.6888,0.5393,0.7332,-0.4332,0.1016,0.4400,0.6066,1
C0591,Fjord Networks 350,EdTech,0.1283,0.2506,0.3346,0.2812,0.7820,0.0501,0.1575,0
C0592,Rudra Analytics 526,Logistics,0.2650,0.2764,0.4297,0.2944,0.4498,0.2784,0.1654,0
C0593,Quanta Systems 202,D2C,0.7694,0.3295,0.6381,-0.4070,0.3466,0.3066,0.6482,1
C0594,Yama Systems 407,EdTech,0.1044,0.1593,0.3642,0.5792,0.5854,0.0424,0.1054,0
C0595,Xenon Ventures 835,Mobility,0.9060,0.5211,0.6608,-0.2947,0.2976,0.3308,0.3973,1
C0596,Orbit Labs 228,Mobility,0.4970,0.3331,0.4436,-0.6598,0.4635,0.2365,0.3026,0
C0597,Gala Technologies 671,Retail Tech,0.4597,0.2313,0.6092,-0.1150,0.5265,0.1702,0.5246,0
C0598,Prism Systems 502,Mobility,0.5649,0.3734,0.4712,-0.2527,0.4307,0.2379,0.7355,1
C0599,Cobalt Labs 886,Mobility,0.3693,0.0939,0.4240,0.6242,0.6819,0.1918,0.0686,0
C0600,Fjord Analytics 480,SaaS,0.6579,0.5920,0.7664,-0.7004,0.3662,0.3447,0.5967,1
